Name,Location,City,P.O Box,Phone,Company Page Link,Logo URL
Lafayette Gourmet,"The Dubai Mall, Dubai",Dubai,,04-3399933,https://www.yellowpages-uae.com/lafayette-gourmet-67410.html,https://media.yellowpages-uae.com/images/placeholder.png
Laffah Restaurant,"Qasba, Sharjah",Sharjah,,06-5569877,https://www.yellowpages-uae.com/laffah-restaurant-175297.html,https://media.yellowpages-uae.com/images/placeholder.png
Lahori Darbar Restaurant,"Al Quoz Industrial Area 2, Dubai",Dubai,393878,04-3412125,https://www.yellowpages-uae.com/lahori-darbar-restaurant-175600.html,https://media.yellowpages-uae.com/images/placeholder.png
Lahori Pakwan Restaurant,"Opp Al Baraha Mobile Market, Deira, Dubai",Dubai,,04-2727065,https://www.yellowpages-uae.com/lahori-pakwan-restaurant-175278.html,https://media.yellowpages-uae.com/images/placeholder.png
Laibense Cafe,"Al Rigga Rd, Deira, Dubai",Dubai,183721,04-2943278,https://www.yellowpages-uae.com/laibense-cafe-175331.html,https://media.yellowpages-uae.com/images/placeholder.png
Lamagon Restaurants And Sweets,"Mamzar, Dubai",Dubai,,04-2525252,https://www.yellowpages-uae.com/lamagon-restaurants-and-sweets-175267.html,https://media.yellowpages-uae.com/images/placeholder.png
Lanah Restaurant & Café LLC,"Sh Zayed Rd, Dubai",Dubai,,04-3250046,https://www.yellowpages-uae.com/lanah-restaurant-café-llc-144666.html,https://media.yellowpages-uae.com/images/placeholder.png
Landmark Restaurant,"Malmas Al Madeena H/M Bldg, Near Parco, Jebel Ali Indl Area 2, Jebel Ali",Jebel Ali,,04-8840430,https://www.yellowpages-uae.com/landmark-restaurant-102818.html,https://media.yellowpages-uae.com/images/placeholder.png
Layali,"Tilal Liwa Hotel, Abu Dhabi",Abu Dhabi,,02-8946111,https://www.yellowpages-uae.com/layali-143722.html,https://media.yellowpages-uae.com/images/placeholder.png
Firebird Dinner,"Four Seasons Hotel, DIFC, Dubai",Dubai,,04-5060000,https://www.yellowpages-uae.com/firebird-dinner-175834.html,https://media.yellowpages-uae.com/images/placeholder.png
Fish Dubai,"Le Meridian, Mina Seyahi, Dubai",Dubai,,04-5117139,https://www.yellowpages-uae.com/fish-dubai-175835.html,https://media.yellowpages-uae.com/images/placeholder.png
Fish Market Restaurant,"Al Wahda St, Sharjah",Sharjah,,06-5397667,https://www.yellowpages-uae.com/fish-market-restaurant-147654.html,https://media.yellowpages-uae.com/images/placeholder.png
Musalla Restaurant,"Lahej Khalifa Building, Opposite Karama Centre, Al Karama, Dubai",Dubai,,04-3968030,https://www.yellowpages-uae.com/musalla-restaurant-175284.html,https://media.yellowpages-uae.com/images/placeholder.png
Mussafah Sanahiya Restaurant,"M 14, Mussafah, Abu Dhabi",Abu Dhabi,8605,02-5553390,https://www.yellowpages-uae.com/mussafah-sanahiya-restaurant-129038.html,https://media.yellowpages-uae.com/images/placeholder.png
My Falafel,"Shop 4, Al Waha Mosque, Dubai Silicon Oasis, Dubai",Dubai,,04-3383790,https://www.yellowpages-uae.com/my-falafel-175336.html,https://media.yellowpages-uae.com/images/placeholder.png
My Tea Cafeteria,"Behind Green House, Najda Street, Abu Dhabi",Abu Dhabi,,02-6219989,https://www.yellowpages-uae.com/my-tea-cafeteria-175514.html,https://media.yellowpages-uae.com/images/placeholder.png
Mythos,"JLT, Dubai",Dubai,,04-3998166,https://www.yellowpages-uae.com/mythos-175768.html,https://media.yellowpages-uae.com/images/placeholder.png
NA3NA3,"Dubai Mall, Al Doha St, Down Town Dubai, Dubai",Dubai,,04-4329520,https://www.yellowpages-uae.com/na3na3-67747.html,https://media.yellowpages-uae.com/images/placeholder.png
Naadan Adukkala Restaurant,"Opp Aster, Khalid Bin Waleed Rd, Bur Dubai, Dubai",Dubai,,04-3277753,https://www.yellowpages-uae.com/naadan-adukkala-restaurant-175314.html,https://media.yellowpages-uae.com/images/placeholder.png
Nabaa Al Sham Pastry,"Opp Al Moski, King Faisal Street, Al Majaz, Sharjah",Sharjah,,06-5732626,https://www.yellowpages-uae.com/nabaa-al-sham-pastry-175595.html,https://media.yellowpages-uae.com/images/placeholder.png
Nabras Refreshments,"Khalidiya, Abu Dhabi",Abu Dhabi,,02-6668582,https://www.yellowpages-uae.com/nabras-refreshments-145701.html,https://media.yellowpages-uae.com/images/placeholder.png
Layali Al Shaam Restaurant,"TCA, Abu Dhabi",Abu Dhabi,,02-6741337,https://www.yellowpages-uae.com/layali-al-shaam-restaurant-145509.html,https://media.yellowpages-uae.com/images/placeholder.png
Layaly Iskandaria,"Opp Baby Shop, Al Qassimia St, Sharjah",Sharjah,68573,06-5663610,https://www.yellowpages-uae.com/layaly-iskandaria-148169.html,https://media.yellowpages-uae.com/images/placeholder.png
Lazeez Indian Cuisine,"Hamdan Bin Mohamed Street, Abu Dhabi",Abu Dhabi,109189,02-6777070,https://www.yellowpages-uae.com/lazeez-indian-cuisine-175508.html,https://media.yellowpages-uae.com/images/placeholder.png
Salim Ali Salim Restaurant,"Al Dagaya Street, Dubai",Dubai,,04-2261383,https://www.yellowpages-uae.com/salim-ali-salim-restaurant-101163.html,https://media.yellowpages-uae.com/images/placeholder.png
Sama Al Akawi Restaurant,,,,052-2610444,https://www.yellowpages-uae.com/sama-al-akawi-restaurant-175511.html,https://media.yellowpages-uae.com/images/placeholder.png
Sama Al Khaleej Pastry,"Al Nahda 2, Dubai",Dubai,,04-2390916,https://www.yellowpages-uae.com/sama-al-khaleej-pastry-175228.html,https://media.yellowpages-uae.com/images/placeholder.png
Samakmk Restaurant,"Al Qasimiya St, Al Ghubaiba, Sharjah",Sharjah,,06-5676703,https://www.yellowpages-uae.com/samakmk-restaurant-147326.html,https://media.yellowpages-uae.com/images/placeholder.png
Samiramis Cafeteria,"Near Al Sahaba Mosque, TCA, Abu Dhabi",Abu Dhabi,,02-6459034,https://www.yellowpages-uae.com/samiramis-cafeteria-175494.html,https://media.yellowpages-uae.com/images/placeholder.png
Samurai Japanese Restaurant,"Meena Rd, Abu Dhabi",Abu Dhabi,5133,02-6766612,https://www.yellowpages-uae.com/samurai-japanese-restaurant-118744.html,https://media.yellowpages-uae.com/images/placeholder.png
Sanaya Al Thoufeeque Rest,"Mussafah, Abu Dhabi",Abu Dhabi,8375,02-5559923,https://www.yellowpages-uae.com/sanaya-al-thoufeeque-rest-126030.html,https://media.yellowpages-uae.com/images/placeholder.png
Sayad Bahar Restaurant,"Al Garhoud, Dubai",Dubai,,04-2288003,https://www.yellowpages-uae.com/sayad-bahar-restaurant-175537.html,https://media.yellowpages-uae.com/images/placeholder.png
Sayad Seafood,"Emirates Palace, Al Ras Al Akhdar, Abu Dhabi",Abu Dhabi,,02-6907999,https://www.yellowpages-uae.com/sayad-seafood-175740.html,https://media.yellowpages-uae.com/images/placeholder.png
Sandwichy,"One Omniyat Tower, Business Bay, Dubai",Dubai,,800245245,https://www.yellowpages-uae.com/sandwichy-175303.html,https://media.yellowpages-uae.com/images/placeholder.png
Sangeet Indian Multicuisine Restaurant,"Al Qusais, Dubai",Dubai,125981,04-2592433,https://www.yellowpages-uae.com/sangeet-indian-multicuisine-restaurant-103524.html,https://media.yellowpages-uae.com/images/placeholder.png
Sangeeta Veg Restaurant,"Karama, Dubai",Dubai,4893,04-3367111,https://www.yellowpages-uae.com/sangeeta-veg-restaurant-133361.html,https://media.yellowpages-uae.com/images/placeholder.png
Scantic Restaurant,"Near Bus Station, Satwa, Dubai",Dubai,24611,04-3492162,https://www.yellowpages-uae.com/scantic-restaurant-125036.html,https://media.yellowpages-uae.com/images/placeholder.png
Hot Burger Restaurant,"Near Abu Shagara Park, Abu Shagara, Sharjah",Sharjah,,06-5557800,https://www.yellowpages-uae.com/hot-burger-restaurant-146789.html,https://media.yellowpages-uae.com/images/placeholder.png
Sea Mood Restaurant,"Mankhool Road, Satwa, Dubai",Dubai,,04-3857977,https://www.yellowpages-uae.com/sea-mood-restaurant-175777.html,https://media.yellowpages-uae.com/images/placeholder.png
Sea Mood Restaurant,"Mankhool Rd, Diyafa, Dubai",Dubai,,04-3857977,https://www.yellowpages-uae.com/sea-mood-restaurant-148173.html,https://media.yellowpages-uae.com/images/placeholder.png
Sea Shell Cafeteria,"Near Emarat, Garhoud Bridge Aree, Garhoud, Dubai",Dubai,,04-3244334,https://www.yellowpages-uae.com/sea-shell-cafeteria-175212.html,https://media.yellowpages-uae.com/images/placeholder.png
Sea Shell LLC,,,,02-6215234,https://www.yellowpages-uae.com/sea-shell-llc-145704.html,https://media.yellowpages-uae.com/images/placeholder.png
Hot Food Restaurant & Catering,"Mussafah 11, Abu Dhabi",Abu Dhabi,,02-5520500,https://www.yellowpages-uae.com/hot-food-restaurant-catering-145670.html,https://media.yellowpages-uae.com/images/placeholder.png
Sea View Restaurant,"Jumeirah Rd, Dubai",Dubai,11449,04-3335552,https://www.yellowpages-uae.com/sea-view-restaurant-164164.html,https://media.yellowpages-uae.com/images/placeholder.png
Sealand Restaurant,"Bhnd UAE Exchange Centre, Rolla, Sharjah",Sharjah,60522,06-5612020,https://www.yellowpages-uae.com/sealand-restaurant-137781.html,https://media.yellowpages-uae.com/images/placeholder.png
Seazen Foodpoint Restaurant,,,,02-6264191,https://www.yellowpages-uae.com/seazen-foodpoint-restaurant-175528.html,https://media.yellowpages-uae.com/images/placeholder.png
Segafredo Zanetti Espresso,"Ibn Batuta Mall, Dubai",Dubai,23684,04-3243757,https://www.yellowpages-uae.com/segafredo-zanetti-espresso-132050.html,https://media.yellowpages-uae.com/images/placeholder.png
Select Restaurant & Cafeteria,"Electra St, Abu Dhabi",Abu Dhabi,,02-6330068,https://www.yellowpages-uae.com/select-restaurant-cafeteria-145676.html,https://media.yellowpages-uae.com/images/placeholder.png
Seven Emirates Restaurant,,,,02-5524125,https://www.yellowpages-uae.com/seven-emirates-restaurant-146544.html,https://media.yellowpages-uae.com/images/placeholder.png
Sevilla Restaurant,,,,02-5080555,https://www.yellowpages-uae.com/sevilla-restaurant-142536.html,https://media.yellowpages-uae.com/images/placeholder.png
Sevilos,"Khalifa Str, Abu Dhabi",Abu Dhabi,,02-6146000,https://www.yellowpages-uae.com/sevilos-143302.html,https://media.yellowpages-uae.com/images/placeholder.png
Shabab Al Tybeen Cafeteria,"Behind Honda Showroom, Electra Street, Abu Dhabi",Abu Dhabi,,02-6745277,https://www.yellowpages-uae.com/shabab-al-tybeen-cafeteria-175519.html,https://media.yellowpages-uae.com/images/placeholder.png
Shabiyat Al Toufeeq Refreshments,"Mussafah, Abu Dhabi",Abu Dhabi,,02-5527176,https://www.yellowpages-uae.com/shabiyat-al-toufeeq-refreshments-146545.html,https://media.yellowpages-uae.com/images/placeholder.png
Shahab Restaurant,"Bldg, 28, Near Eppco Pump, Al Qusais Indl Area 4, Dubai",Dubai,,04-2838007,https://www.yellowpages-uae.com/shahab-restaurant-147692.html,https://media.yellowpages-uae.com/images/placeholder.png
Hum Yum Restaurant,"Lighthouse Community Psychological Clinic, Jumeira Beach Road, Dubai",Dubai,,04-3883332,https://www.yellowpages-uae.com/hum-yum-restaurant-175538.html,https://media.yellowpages-uae.com/images/placeholder.png
Humpty Dumpty Restaurant LLC,"Opp Burjuman Business Towers, Near FNS Cafe, Karama, Dubai",Dubai,,04-3995786,https://www.yellowpages-uae.com/humpty-dumpty-restaurant-llc-175286.html,https://media.yellowpages-uae.com/images/placeholder.png
Hyderabad Star Restaurant,"Near Etisalat, Electra Street, Abu Dhabi",Abu Dhabi,35004,02-6352622,https://www.yellowpages-uae.com/hyderabad-star-restaurant-175541.html,https://media.yellowpages-uae.com/images/placeholder.png
Hyson Restaurent,"Satwa, Dubai",Dubai,,04-3291100,https://www.yellowpages-uae.com/hyson-restaurent-143788.html,https://media.yellowpages-uae.com/images/placeholder.png
Hyu Korean Restaurant,"Oud Metha, Dubai",Dubai,,04-3344294,https://www.yellowpages-uae.com/hyu-korean-restaurant-175626.html,https://media.yellowpages-uae.com/images/placeholder.png
Ibn Al Badiya Restaurant,,,,02-6414478,https://www.yellowpages-uae.com/ibn-al-badiya-restaurant-145581.html,https://media.yellowpages-uae.com/images/placeholder.png
Ibn Hamido Seafood Restaurant,"Al Barsha, Dubai",Dubai,,04-3958599,https://www.yellowpages-uae.com/ibn-hamido-seafood-restaurant-68544.html,https://media.yellowpages-uae.com/images/placeholder.png
Sangeetha Vegetarian Restaurant LLC,"Karama, Dubai",Dubai,,04-3367111,https://www.yellowpages-uae.com/sangeetha-vegetarian-restaurant-llc-108479.html,https://media.yellowpages-uae.com/images/placeholder.png
Sanman Restaurant,"Qusais, Dubai",Dubai,20249,04-2613415,https://www.yellowpages-uae.com/sanman-restaurant-143859.html,https://media.yellowpages-uae.com/images/placeholder.png
Saraya Palace Restaurant,"Khalidiya, Abu Dhabi",Abu Dhabi,32002,02-6662288,https://www.yellowpages-uae.com/saraya-palace-restaurant-145703.html,https://media.yellowpages-uae.com/images/placeholder.png
Sardina Seafood Restaurant,"Reem Mall, Jumairah Road, Jumairah 3, Dubai",Dubai,333327,04-3390444,https://www.yellowpages-uae.com/sardina-seafood-restaurant-173430.html,https://media.yellowpages-uae.com/images/placeholder.png
Sardinia,"Al Mushrif, Abu Dhabi",Abu Dhabi,,02-6577640,https://www.yellowpages-uae.com/sardinia-175720.html,https://media.yellowpages-uae.com/images/placeholder.png
Sarhad Darbar General Trading,,,,04-2565394,https://www.yellowpages-uae.com/sarhad-darbar-general-trading-158845.html,https://media.yellowpages-uae.com/images/placeholder.png
Sarhad Darbar Restaurants LLC,"Al Aweer, Dubai",Dubai,94637,04-2363114,https://www.yellowpages-uae.com/sarhad-darbar-restaurants-llc-143417.html,https://media.yellowpages-uae.com/images/placeholder.png
Satwa Palace Restaurant,"Satwa Road, Dubai",Dubai,,04-3422070,https://www.yellowpages-uae.com/satwa-palace-restaurant-142376.html,https://media.yellowpages-uae.com/images/placeholder.png
Savage Garden - Capitol Hotel,"Al Mina Rd, Bur Dubai, Dubai",Dubai,33228,04-3460111,https://www.yellowpages-uae.com/savage-garden-capitol-hotel-134821.html,https://media.yellowpages-uae.com/images/placeholder.png
Sax Restaurant Club,"Khalifa St, Abu Dhabi",Abu Dhabi,44489,02-6741286,https://www.yellowpages-uae.com/sax-restaurant-club-131634.html,https://media.yellowpages-uae.com/images/placeholder.png
Shahariyar Restaurant,"Nakheel Road, Deira, Dubai",Dubai,,04-2212797,https://www.yellowpages-uae.com/shahariyar-restaurant-142525.html,https://media.yellowpages-uae.com/images/placeholder.png
Shahi Daawat,"Bur Dubai, Dubai",Dubai,,058-8401212,https://www.yellowpages-uae.com/shahi-daawat-175312.html,https://media.yellowpages-uae.com/images/placeholder.png
Ice & Spice,"Near Sunrise Supermarket, Karama, Dubai",Dubai,,04-3355922,https://www.yellowpages-uae.com/ice-spice-68563.html,https://media.yellowpages-uae.com/images/placeholder.png
Icon Bar,"Raddison Blue Hotel, Media City, Dubai",Dubai,,04-3669111,https://www.yellowpages-uae.com/icon-bar-175643.html,https://media.yellowpages-uae.com/images/placeholder.png
Imperial Dragon Restaurant,"Imperial Suite Hotel Apts, Al Rolla Rd, Bur Dubai, Dubai",Dubai,26913,04-3552028,https://www.yellowpages-uae.com/imperial-dragon-restaurant-118727.html,https://media.yellowpages-uae.com/images/placeholder.png
Inakaya,"Khor Al Maqta, Abu Dhabi",Abu Dhabi,,02-4041921,https://www.yellowpages-uae.com/inakaya-175701.html,https://media.yellowpages-uae.com/images/placeholder.png
Index Hotel,"G Flr, Zarwani Bldg, Sabakha Rd, Deira, Dubai",Dubai,40994,04-2291555,https://www.yellowpages-uae.com/index-hotel-161102.html,https://media.yellowpages-uae.com/images/placeholder.png
India House Restaurant,"Bhnd Mashreqbank, Opp Immigration Office, Immigration Rd, Sharjah",Sharjah,38423,06-5738880,https://www.yellowpages-uae.com/india-house-restaurant-141584.html,https://media.yellowpages-uae.com/images/placeholder.png
India Palace Authentic Indian Cuisine,"Safeer Mall, Sharjah",Sharjah,,06-5374331,https://www.yellowpages-uae.com/india-palace-authentic-indian-cuisine-147327.html,https://media.yellowpages-uae.com/images/placeholder.png
India Palace Restaurant,"Garhoud, Dubai",Dubai,26016,04-2869600,https://www.yellowpages-uae.com/india-palace-restaurant-105563.html,https://media.yellowpages-uae.com/images/placeholder.png
Indian By Nature Vegetarian Restaurant,"Near National Hospital, Najda Street, Abu Dhabi",Abu Dhabi,,02-6677898,https://www.yellowpages-uae.com/indian-by-nature-vegetarian-restaurant-175584.html,https://media.yellowpages-uae.com/images/placeholder.png
Indigo Restaurant,"Beach Rotana, Al Zahiyah, Abu Dhabi",Abu Dhabi,,02-6979334,https://www.yellowpages-uae.com/indigo-restaurant-175702.html,https://media.yellowpages-uae.com/images/placeholder.png
Intercat Trading Company LLC,"Karama, Dubai",Dubai,52044,04-3345212,https://www.yellowpages-uae.com/intercat-trading-company-llc-108491.html,https://media.yellowpages-uae.com/images/placeholder.png
Miyabi Sushi & Bento,"Next to Four Points by Sheraton, Behind UAE Exchange, Sh Zayed Road, Dubai",Dubai,391073,"04-3868444,800MIYABI",https://www.yellowpages-uae.com/miyabi-sushi-bento-153749.html,https://media.yellowpages-uae.com/images/placeholder.png
101 Parathas,"Near Grand Hotel, Abu Shagara, Sharjah",Sharjah,,06-5538106,https://www.yellowpages-uae.com/101-parathas-175272.html,https://media.yellowpages-uae.com/images/placeholder.png
18 Buffet,"Al Garhoud, Dubai",Dubai,,04-2999115,https://www.yellowpages-uae.com/18-buffet-147330.html,https://media.yellowpages-uae.com/images/placeholder.png
18 Degree,"Hyatt Capital Gate, Al Arabi Street, Abu Dhabi",Abu Dhabi,,02-5961440,https://www.yellowpages-uae.com/18-degree-175665.html,https://media.yellowpages-uae.com/images/placeholder.png
24h.ae Online Food Delivery Services,"Al Barsha, Dubai",Dubai,357347,04-4572307,https://www.yellowpages-uae.com/24h-ae-online-food-delivery-services-148551.html,https://media.yellowpages-uae.com/images/placeholder.png
4 Guys,,,,04-4357377,https://www.yellowpages-uae.com/4-guys-147691.html,https://media.yellowpages-uae.com/images/placeholder.png
55 & 5th Restaurant,"Saadiyat Island, Abu Dhabi",Abu Dhabi,,02-4988008,https://www.yellowpages-uae.com/55-5th-restaurant-175732.html,https://media.yellowpages-uae.com/images/placeholder.png
